client_id,calls_6_month,logons_6_month,Variation
1319792,2.0,2.0,Test
9461549,7.0,7.0,Control
2212895,3.0,3.0,Test
4760296,4.0,4.0,Control
5267072,7.0,7.0,Control
5267072,7.0,7.0,Test
9513480,7.0,7.0,Test
9513480,7.0,7.0,Control
8662527,1.0,1.0,Test
8662527,1.0,1.0,Control
998460,3.0,3.0,Control
9270417,4.0,4.0,Test
3656567,2.0,2.0,Test
8670432,2.0,2.0,Control
7368496,2.0,2.0,Test
9958206,6.0,6.0,Control
2326211,5.0,5.0,Control
8110966,1.0,1.0,Test
8110966,1.0,1.0,Control
7619330,5.0,5.0,Control
9529174,2.0,2.0,Test
3234513,1.0,1.0,Test
2768742,1.0,1.0,Test
6435492,3.0,3.0,Control
8686748,1.0,1.0,Test
8023997,1.0,1.0,Control
8023997,1.0,1.0,Test
1678331,7.0,7.0,Test
3131177,2.0,2.0,Test
402904,4.0,5.0,Control
402904,4.0,5.0,Test
567982,4.0,4.0,Test
3696574,7.0,7.0,Test
3696574,7.0,7.0,Control
3280467,2.0,2.0,Test
1082656,4.0,5.0,Control
9245897,1.0,1.0,Test
6513708,1.0,1.0,Test
6513708,1.0,1.0,Control
1494085,7.0,7.0,Test
5091787,6.0,6.0,Control
7993765,2.0,2.0,Test
3772007,3.0,3.0,Test
4802709,1.0,1.0,Test
7266661,4.0,4.0,Control
6502313,4.0,4.0,Control
9791468,3.0,3.0,Test
9264508,7.0,7.0,Control
7105013,5.0,5.0,Control
6101041,4.0,4.0,Control
5218445,4.0,4.0,Control
667138,2.0,2.0,Control
8409686,2.0,2.0,Control
4666280,7.0,7.0,Test
4666280,7.0,7.0,Control
3636687,5.0,6.0,Control
3286220,7.0,7.0,Test
2584569,5.0,5.0,Test
2584569,5.0,5.0,Control
381514,6.0,6.0,Test
381514,6.0,6.0,Control
4497111,7.0,7.0,Test
6602794,6.0,6.0,Test
6602794,6.0,6.0,Control
6791889,7.0,7.0,Control
6791889,7.0,7.0,Test
816180,1.0,1.0,Control
616765,7.0,7.0,Test
1424632,3.0,3.0,Test
6361935,2.0,2.0,Test
7910368,4.0,4.0,Test
7083258,1.0,1.0,Test
7083258,1.0,1.0,Control
7856700,1.0,1.0,Control
2646772,7.0,7.0,Control
4472408,3.0,3.0,Test
6124668,7.0,7.0,Control
6124668,7.0,7.0,Test
7341808,1.0,1.0,Control
5803942,1.0,2.0,Test
5306038,5.0,5.0,Control
2497400,1.0,1.0,Control
6768853,7.0,7.0,Test
6768853,7.0,7.0,Control
9002888,2.0,2.0,Test
6224526,3.0,3.0,Test
6224526,3.0,3.0,Control
4538011,4.0,5.0,Control
4538011,4.0,5.0,Test
9998750,1.0,1.0,Control
84730,2.0,2.0,Test
3197861,5.0,5.0,Control
5972910,1.0,1.0,Control
8640466,5.0,5.0,Test
8640466,5.0,5.0,Control
9800927,7.0,7.0,Test
3413589,2.0,2.0,Test
3413589,2.0,2.0,Control
2148133,7.0,7.0,Control
4468919,1.0,1.0,Control
9521685,2.0,2.0,Test
9521685,2.0,2.0,Control
341393,3.0,3.0,Test
715643,1.0,1.0,Test
9198765,7.0,7.0,Control
8305438,7.0,7.0,Control
7089067,5.0,5.0,Test
8532213,3.0,3.0,Test
7309969,3.0,3.0,Test
8316887,1.0,1.0,Test
4969732,3.0,3.0,Test
4969732,3.0,3.0,Control
5412290,1.0,1.0,Control
1911451,2.0,2.0,Control
7892915,1.0,1.0,Test
8990744,7.0,7.0,Test
5641681,6.0,6.0,Test
8162910,6.0,6.0,Control
2631816,1.0,1.0,Control
5681684,7.0,7.0,Test
5681684,7.0,7.0,Control
5527611,7.0,7.0,Test
6070496,1.0,1.0,Control
6403093,7.0,7.0,Test
4001810,4.0,4.0,Test
7748372,1.0,1.0,Test
9982074,2.0,2.0,Test
9025224,2.0,2.0,Test
193444,7.0,7.0,Control
6573136,2.0,2.0,Test
8974943,7.0,7.0,Test
113703,6.0,6.0,Test
113703,6.0,6.0,Control
5967588,6.0,6.0,Test
5967588,6.0,6.0,Control
6623853,7.0,7.0,Control
2083773,7.0,7.0,Control
7214346,2.0,2.0,Test
8054579,7.0,7.0,Test
756024,6.0,6.0,Test
4704300,7.0,7.0,Control
5053956,7.0,7.0,Control
6459547,7.0,7.0,Control
1429924,3.0,3.0,Test
6418090,2.0,2.0,Test
4689053,4.0,4.0,Control
4689053,4.0,4.0,Test
4810657,5.0,5.0,Control
4235679,2.0,2.0,Test
3263478,7.0,7.0,Test
2516816,2.0,2.0,Control
929903,7.0,7.0,Control
6078787,6.0,6.0,Control
8177555,7.0,7.0,Test
5979789,2.0,2.0,Test
5979789,2.0,2.0,Control
5875817,4.0,4.0,Test
5593881,5.0,5.0,Test
183518,7.0,7.0,Test
183518,7.0,7.0,Control
8674435,3.0,3.0,Control
150741,3.0,3.0,Test
371084,4.0,4.0,Test
371084,4.0,4.0,Control
5748622,5.0,5.0,Test
5102330,7.0,7.0,Test
1859805,7.0,7.0,Test
1859805,7.0,7.0,Control
1420562,7.0,7.0,Control
1711858,1.0,1.0,Control
1267559,7.0,7.0,Control
5460876,3.0,3.0,Control
1386902,7.0,7.0,Test
5340845,7.0,7.0,Test
4963005,2.0,2.0,Control
2381520,1.0,1.0,Test
1129405,2.0,2.0,Control
2786873,4.0,4.0,Test
4104344,7.0,7.0,Test
3420517,6.0,6.0,Control
6879176,5.0,5.0,Control
6879176,5.0,5.0,Test
8573740,5.0,5.0,Test
9544671,7.0,7.0,Control
1428819,6.0,6.0,Test
1428819,6.0,6.0,Control
1347696,4.0,4.0,Test
1347696,4.0,4.0,Control
6364095,1.0,1.0,Test
6782752,7.0,7.0,Test
6782752,7.0,7.0,Control
2224062,4.0,4.0,Control
9463737,6.0,6.0,Control
1535901,4.0,4.0,Test
2081122,3.0,3.0,Control
6089406,3.0,3.0,Control
3476699,7.0,7.0,Control
9789234,7.0,7.0,Control
6983895,1.0,1.0,Test
6983895,1.0,1.0,Control
3656549,3.0,3.0,Test
5570172,1.0,1.0,Test
5870670,3.0,3.0,Test
5870670,3.0,3.0,Control
3251274,2.0,2.0,Control
7922520,3.0,3.0,Control
3272304,1.0,1.0,Test
412075,3.0,3.0,Control
9400019,2.0,2.0,Test
1197336,4.0,4.0,Control
9245434,3.0,3.0,Test
1078436,6.0,6.0,Test
9066186,3.0,3.0,Control
7540824,2.0,2.0,Control
1840391,7.0,7.0,Control
2252755,7.0,7.0,Control
1215042,7.0,7.0,Test
1215042,7.0,7.0,Control
4645729,6.0,6.0,Control
8270059,4.0,4.0,Test
9970452,4.0,4.0,Test
9970452,4.0,4.0,Control
8946199,5.0,5.0,Control
434393,4.0,4.0,Test
1996957,2.0,2.0,Control
4042650,6.0,6.0,Test
7601629,5.0,5.0,Test
4848259,7.0,7.0,Control
4848259,7.0,7.0,Test
395127,7.0,7.0,Test
395127,7.0,7.0,Control
2130,4.0,4.0,Test
3439674,5.0,5.0,Test
8500659,6.0,6.0,Test
8386564,2.0,2.0,Control
9513738,3.0,3.0,Test
805185,7.0,7.0,Control
8433016,1.0,1.0,Test
6274606,7.0,7.0,Test
1530055,7.0,7.0,Test
1530055,7.0,7.0,Control
2286602,1.0,1.0,Test
7770942,7.0,7.0,Control
5908613,2.0,2.0,Test
5908613,2.0,2.0,Control
8651987,7.0,7.0,Test
8651987,7.0,7.0,Control
8513847,7.0,7.0,Test
3150033,5.0,5.0,Test
3150033,5.0,5.0,Control
888578,1.0,1.0,Test
7661569,3.0,3.0,Test
6302108,7.0,7.0,Control
4663452,1.0,1.0,Control
9670797,5.0,5.0,Test
9670797,5.0,5.0,Control
9643296,4.0,4.0,Control
8139001,6.0,6.0,Control
1817250,5.0,5.0,Control
4820766,2.0,2.0,Test
4820766,2.0,2.0,Control
8931325,6.0,6.0,Test
6872633,6.0,6.0,Test
4086443,5.0,5.0,Control
9278953,5.0,5.0,Test
7521220,5.0,5.0,Test
7521220,5.0,5.0,Control
7783532,5.0,5.0,Control
2996211,6.0,6.0,Test
2996211,6.0,6.0,Control
4996497,6.0,6.0,Control
6741702,3.0,3.0,Test
6741702,3.0,3.0,Control
725337,3.0,3.0,Test
7167080,3.0,3.0,Control
4114254,7.0,7.0,Test
4114254,7.0,7.0,Control
5980414,3.0,3.0,Test
8992277,1.0,1.0,Test
8992277,1.0,1.0,Control
5340575,1.0,1.0,Test
4105580,6.0,6.0,Control
4336816,6.0,6.0,Control
3148793,5.0,5.0,Control
8302916,3.0,3.0,Test
3814838,4.0,4.0,Test
3814838,4.0,4.0,Control
1289337,3.0,3.0,Test
257370,7.0,7.0,Control
9866971,2.0,2.0,Control
3738526,5.0,5.0,Test
1834939,5.0,5.0,Test
1834939,5.0,5.0,Control
8414665,1.0,1.0,Test
7796450,7.0,7.0,Test
9332315,5.0,5.0,Test
2734328,1.0,1.0,Test
2734328,1.0,1.0,Control
1232261,1.0,1.0,Test
6160683,2.0,2.0,Control
4183731,7.0,7.0,Test
4183731,7.0,7.0,Control
7251458,7.0,7.0,Control
1290636,3.0,3.0,Test
8031284,3.0,3.0,Control
8422230,3.0,3.0,Test
20108,3.0,3.0,Test
9495152,7.0,7.0,Control
5330760,7.0,7.0,Test
7827884,2.0,2.0,Control
4548234,3.0,3.0,Control
8118079,7.0,7.0,Control
8118079,7.0,7.0,Test
1530379,7.0,7.0,Control
8603811,2.0,2.0,Test
5421613,5.0,5.0,Test
5421613,5.0,5.0,Control
3025737,1.0,1.0,Control
7173223,6.0,6.0,Control
1121428,7.0,7.0,Test
2884017,3.0,3.0,Control
2884017,3.0,3.0,Test
6958655,4.0,4.0,Test
4884215,1.0,1.0,Control
2386858,5.0,5.0,Control
9757363,2.0,2.0,Control
412092,7.0,7.0,Control
5173380,7.0,7.0,Control
8708949,3.0,3.0,Test
4385464,6.0,6.0,Control
8993362,2.0,2.0,Test
6866813,1.0,1.0,Control
8559713,4.0,4.0,Test
3326743,2.0,2.0,Control
972381,4.0,4.0,Control
4422328,6.0,6.0,Control
6847873,4.0,4.0,Control
7779142,6.0,6.0,Control
7779142,6.0,6.0,Test
7369230,2.0,2.0,Test
1135216,3.0,3.0,Test
439452,1.0,1.0,Test
9939987,4.0,4.0,Test
1103405,7.0,7.0,Test
4382733,7.0,7.0,Test
4382733,7.0,7.0,Control
7486503,6.0,6.0,Test
29716,7.0,7.0,Test
29716,7.0,7.0,Control
7682518,7.0,7.0,Test
2727983,5.0,5.0,Control
4698982,1.0,1.0,Control
4698982,1.0,1.0,Test
7033730,1.0,1.0,Control
2120421,1.0,1.0,Test
6308316,4.0,4.0,Control
2035632,7.0,7.0,Test
9740788,6.0,6.0,Test
3149872,4.0,4.0,Test
8758901,4.0,4.0,Test
8758901,4.0,4.0,Control
3400213,7.0,7.0,Test
3400213,7.0,7.0,Control
77391,7.0,7.0,Control
4299606,7.0,7.0,Control
6107490,3.0,3.0,Control
2617995,2.0,2.0,Control
2617995,2.0,2.0,Test
577852,7.0,7.0,Control
7431260,1.0,1.0,Test
7431260,1.0,1.0,Control
6881841,7.0,7.0,Test
3159743,1.0,1.0,Control
484586,4.0,4.0,Test
8879236,7.0,7.0,Test
3792889,1.0,2.0,Test
3792889,1.0,2.0,Control
5414063,3.0,3.0,Test
2622455,2.0,2.0,Control
8499995,1.0,1.0,Test
7867181,4.0,4.0,Control
6788086,1.0,1.0,Control
6788086,1.0,1.0,Test
6910468,7.0,7.0,Test
8702815,5.0,5.0,Test
8702815,5.0,5.0,Control
259474,3.0,3.0,Control
5827803,4.0,4.0,Test
5827803,4.0,4.0,Control
8903488,7.0,7.0,Test
8903488,7.0,7.0,Control
7579593,3.0,3.0,Test
9139601,7.0,7.0,Control
2718654,1.0,1.0,Test
2718654,1.0,1.0,Control
4481131,4.0,4.0,Control
3354788,7.0,7.0,Control
7451411,7.0,7.0,Control
5548917,7.0,7.0,Control
4011664,6.0,6.0,Control
1540819,6.0,6.0,Control
4164130,3.0,3.0,Test
4164130,3.0,3.0,Control
6381902,1.0,1.0,Control
1045585,1.0,1.0,Test
5278620,4.0,4.0,Control
3467249,1.0,1.0,Test
8428947,4.0,4.0,Test
9045095,7.0,7.0,Control
1766088,3.0,3.0,Control
9944523,7.0,7.0,Test
4127622,1.0,1.0,Test
4628513,5.0,5.0,Control
7801774,2.0,2.0,Test
7054676,5.0,5.0,Test
499561,4.0,4.0,Control
4613145,4.0,4.0,Test
6802321,1.0,1.0,Control
6110023,5.0,5.0,Test
9160969,2.0,2.0,Test
6561540,1.0,1.0,Control
7511399,7.0,7.0,Control
7371674,3.0,3.0,Test
7885028,1.0,1.0,Control
4783865,1.0,1.0,Test
9288251,7.0,7.0,Test
9288251,7.0,7.0,Control
8188314,1.0,1.0,Control
4354167,7.0,7.0,Control
4354167,7.0,7.0,Test
7781100,7.0,7.0,Control
8619571,2.0,2.0,Test
8619571,2.0,2.0,Control
8109877,6.0,6.0,Test
8109877,6.0,6.0,Control
2500939,6.0,6.0,Control
272519,7.0,7.0,Test
272519,7.0,7.0,Control
5736168,6.0,6.0,Test
176044,6.0,6.0,Test
7496617,1.0,4.0,Test
7947974,7.0,7.0,Control
2171018,3.0,3.0,Test
2171018,3.0,3.0,Control
7376696,7.0,7.0,Control
5244515,6.0,6.0,Test
9869173,1.0,1.0,Test
1378392,2.0,2.0,Control
3885785,7.0,7.0,Test
2512061,2.0,2.0,Test
3390418,1.0,1.0,Test
6540951,3.0,3.0,Test
975548,4.0,4.0,Test
4768225,1.0,1.0,Test
1938979,6.0,7.0,Test
7712712,3.0,3.0,Test
7712712,3.0,3.0,Control
961633,3.0,3.0,Test
961633,3.0,3.0,Control
1704093,5.0,5.0,Control
6177704,1.0,1.0,Test
6116551,2.0,2.0,Test
6116551,2.0,2.0,Control
8523808,7.0,7.0,Control
8370834,7.0,7.0,Test
8370834,7.0,7.0,Control
6427377,7.0,7.0,Control
755595,7.0,7.0,Test
2337860,4.0,4.0,Control
6814028,1.0,1.0,Test
6814028,1.0,1.0,Control
4191494,7.0,7.0,Test
4893474,5.0,5.0,Control
2471405,7.0,7.0,Test
2084442,2.0,2.0,Control
4681990,2.0,2.0,Control
8337907,3.0,3.0,Test
1898674,3.0,3.0,Test
1898674,3.0,3.0,Control
244617,4.0,4.0,Control
9359678,3.0,3.0,Test
1515809,4.0,4.0,Test
2242477,7.0,7.0,Test
1402119,5.0,5.0,Test
1402119,5.0,5.0,Control
5485551,1.0,1.0,Test
3963163,7.0,7.0,Test
3963163,7.0,7.0,Control
4271564,5.0,5.0,Test
4271564,5.0,5.0,Control
7000590,7.0,7.0,Control
2885818,1.0,1.0,Control
448857,2.0,2.0,Control
8219032,7.0,7.0,Test
7274256,1.0,1.0,Test
7274256,1.0,1.0,Control
8141488,3.0,3.0,Test
8141488,3.0,3.0,Control
3989734,5.0,5.0,Control
3989734,5.0,5.0,Test
1174873,3.0,3.0,Test
1174873,3.0,3.0,Control
2912329,5.0,5.0,Control
9307114,3.0,3.0,Test
2370567,4.0,4.0,Test
2370567,4.0,4.0,Control
8463616,7.0,7.0,Control
9971275,1.0,1.0,Test
9971275,1.0,1.0,Control
2146950,7.0,7.0,Control
6013509,6.0,6.0,Control
8911263,1.0,1.0,Test
8911263,1.0,1.0,Control
4485060,1.0,1.0,Test
7500155,2.0,2.0,Test
7305245,2.0,2.0,Control
2796873,6.0,6.0,Control
522016,2.0,2.0,Control
2323744,5.0,5.0,Control
7227443,1.0,1.0,Control
2327789,4.0,4.0,Control
3046079,1.0,1.0,Test
496416,2.0,2.0,Test
660843,7.0,7.0,Test
660843,7.0,7.0,Control
2769510,7.0,7.0,Control
2177210,2.0,3.0,Test
3254243,1.0,1.0,Test
3254243,1.0,1.0,Control
7809031,7.0,7.0,Test
7504359,6.0,6.0,Control
2005457,6.0,6.0,Test
2005457,6.0,6.0,Control
3124385,4.0,4.0,Test
3124385,4.0,4.0,Control
8121547,7.0,7.0,Control
7035460,6.0,6.0,Test
7035460,6.0,6.0,Control
7396208,7.0,7.0,Test
1487927,4.0,4.0,Control
3420708,1.0,1.0,Test
9129723,2.0,2.0,Control
802986,7.0,7.0,Test
8194866,3.0,3.0,Control
3874325,6.0,6.0,Control
2888159,6.0,6.0,Control
2888159,6.0,6.0,Test
6528231,4.0,4.0,Test
4391533,3.0,3.0,Test
5363913,3.0,3.0,Test
5842524,7.0,7.0,Test
5842524,7.0,7.0,Control
7860280,6.0,6.0,Test
2711436,6.0,6.0,Control
5391623,4.0,4.0,Control
8441443,1.0,1.0,Test
4936161,4.0,4.0,Control
7863121,4.0,4.0,Test
6508814,2.0,2.0,Test
1060836,4.0,4.0,Control
1060836,4.0,4.0,Test
5836355,4.0,4.0,Control
6793464,2.0,2.0,Control
2681668,2.0,2.0,Control
2681668,2.0,2.0,Test
5391375,6.0,6.0,Control
131784,6.0,6.0,Test
3168458,5.0,5.0,Test
3168458,5.0,5.0,Control
9450311,4.0,4.0,Control
3580046,5.0,5.0,Test
6341350,6.0,6.0,Test
2028129,7.0,7.0,Control
6186155,5.0,5.0,Control
9838946,7.0,7.0,Test
9838946,7.0,7.0,Control
8327692,1.0,1.0,Test
8327692,1.0,1.0,Control
2230359,1.0,1.0,Test
8184483,6.0,6.0,Control
8184483,6.0,6.0,Test
9785779,7.0,7.0,Test
9785779,7.0,7.0,Control
683084,3.0,3.0,Control
88880,4.0,4.0,Control
4085446,2.0,2.0,Test
1874571,2.0,2.0,Control
6080879,1.0,1.0,Test
3184528,1.0,1.0,Test
1619392,7.0,7.0,Control
3825108,1.0,3.0,Test
1719469,6.0,6.0,Test
2320921,5.0,5.0,Control
65146,3.0,3.0,Test
65146,3.0,3.0,Control
289042,3.0,3.0,Control
4107864,1.0,1.0,Control
1075300,6.0,6.0,Test
8480794,3.0,3.0,Test
5923230,7.0,7.0,Control
7512436,4.0,4.0,Control
4128254,7.0,7.0,Test
6974618,4.0,4.0,Test
4256073,7.0,7.0,Control
1568911,7.0,7.0,Test
9606647,7.0,7.0,Control
2605346,3.0,3.0,Control
5356604,1.0,1.0,Test
9027653,5.0,5.0,Test
9027653,5.0,5.0,Control
1573026,1.0,1.0,Test
6649252,4.0,4.0,Test
4925371,6.0,6.0,Control
8673913,7.0,7.0,Control
8673913,7.0,7.0,Test
5283724,5.0,5.0,Control
6986275,6.0,6.0,Test
6714563,2.0,2.0,Control
4410702,2.0,2.0,Test
7678493,7.0,7.0,Control
2981550,1.0,1.0,Test
3831319,6.0,6.0,Control
4443839,2.0,2.0,Control
9062227,5.0,5.0,Control
6128137,3.0,3.0,Test
9618541,7.0,7.0,Test
9844106,7.0,7.0,Test
857740,1.0,1.0,Control
9860728,2.0,2.0,Control
6820378,5.0,5.0,Test
6290974,1.0,1.0,Control
4726503,2.0,2.0,Test
4726503,2.0,2.0,Control
7483250,5.0,5.0,Test
3749789,4.0,4.0,Control
4382983,2.0,2.0,Control
8358146,3.0,3.0,Control
985589,7.0,7.0,Control
985589,7.0,7.0,Test
106157,5.0,5.0,Control
106157,5.0,5.0,Test
8215018,4.0,4.0,Test
2164226,3.0,3.0,Control
1283669,6.0,6.0,Control
4109046,7.0,7.0,Control
7186548,1.0,1.0,Test
4100037,7.0,7.0,Test
3723876,7.0,7.0,Test
6482075,6.0,6.0,Control
6482075,6.0,6.0,Test
4912724,4.0,4.0,Control
3174946,6.0,6.0,Test
9218393,3.0,3.0,Control
6027009,5.0,5.0,Control
1474883,7.0,7.0,Test
1474883,7.0,7.0,Control
179176,1.0,1.0,Test
2089149,3.0,3.0,Control
4397334,4.0,4.0,Control
1662046,1.0,1.0,Test
1662046,1.0,1.0,Control
7843725,5.0,5.0,Test
7843725,5.0,5.0,Control
8785733,7.0,7.0,Test
3688119,3.0,3.0,Control
8153091,4.0,4.0,Test
873322,6.0,6.0,Test
2960405,4.0,4.0,Test
7803995,7.0,7.0,Test
7803995,7.0,7.0,Control
8711784,1.0,1.0,Test
7285045,6.0,6.0,Test
7285045,6.0,6.0,Control
3469406,2.0,2.0,Test
3469406,2.0,2.0,Control
9882425,5.0,5.0,Test
7563139,6.0,6.0,Control
4150465,3.0,3.0,Test
4150465,3.0,3.0,Control
5679356,3.0,3.0,Test
3034693,2.0,2.0,Control
5519256,5.0,5.0,Test
5519256,5.0,5.0,Control
1086048,6.0,6.0,Test
9978333,4.0,4.0,Test
2937869,3.0,3.0,Control
2937869,3.0,3.0,Test
7741380,3.0,3.0,Control
1872346,7.0,7.0,Control
2932615,6.0,6.0,Test
4182085,7.0,7.0,Test
8052717,2.0,2.0,Test
5614979,4.0,4.0,Test
9580863,7.0,7.0,Control
6104643,7.0,7.0,Test
5761611,2.0,2.0,Control
4301635,1.0,1.0,Control
9002863,2.0,2.0,Test
8192379,7.0,7.0,Test
8192379,7.0,7.0,Control
4212517,2.0,2.0,Test
1561693,3.0,3.0,Control
7844692,7.0,7.0,Test
7844692,7.0,7.0,Control
8660649,6.0,6.0,Control
9450250,4.0,4.0,Test
7039388,6.0,6.0,Test
8005782,2.0,2.0,Test
4406526,7.0,7.0,Control
160786,1.0,1.0,Test
160786,1.0,1.0,Control
8658124,2.0,2.0,Test
903436,7.0,7.0,Control
1613418,3.0,3.0,Control
2514469,4.0,4.0,Control
2458330,2.0,2.0,Test
3978257,6.0,6.0,Test
6769959,4.0,4.0,Control
316976,4.0,4.0,Test
559244,2.0,2.0,Test
559244,2.0,2.0,Control
2138744,7.0,7.0,Test
2138744,7.0,7.0,Control
2771910,3.0,3.0,Test
4960213,5.0,5.0,Test
2896300,6.0,6.0,Test
2896300,6.0,6.0,Control
7079975,7.0,7.0,Test
1153011,6.0,6.0,Test
9182657,4.0,4.0,Test
9182657,4.0,4.0,Control
2363119,3.0,3.0,Control
3714840,4.0,4.0,Test
3714840,4.0,4.0,Control
4751003,6.0,6.0,Test
4751003,6.0,6.0,Control
1942594,7.0,7.0,Test
1942594,7.0,7.0,Control
819966,3.0,3.0,Test
9864924,2.0,2.0,Control
9864924,2.0,2.0,Test
2442727,6.0,6.0,Control
8871287,5.0,5.0,Test
5584042,4.0,4.0,Control
1056980,7.0,7.0,Test
5290102,1.0,1.0,Test
3162303,2.0,2.0,Test
8097198,7.0,7.0,Test
9319965,4.0,4.0,Test
9319965,4.0,4.0,Control
1829719,3.0,3.0,Test
3718178,4.0,4.0,Test
4576299,1.0,1.0,Control
6516909,4.0,4.0,Test
6516909,4.0,4.0,Control
8262039,2.0,2.0,Control
4674387,5.0,5.0,Test
4674387,5.0,5.0,Control
7231496,1.0,1.0,Test
9014017,1.0,1.0,Control
5527220,7.0,7.0,Test
5527220,7.0,7.0,Control
7998113,2.0,2.0,Test
8028268,7.0,7.0,Control
3806837,2.0,2.0,Test
3806837,2.0,2.0,Control
4050414,7.0,7.0,Test
4050414,7.0,7.0,Control
907675,7.0,7.0,Control
907675,7.0,7.0,Test
24586,7.0,7.0,Control
8362002,7.0,7.0,Control
1847880,2.0,2.0,Test
7363262,1.0,3.0,Test
7363262,1.0,3.0,Control
685028,4.0,4.0,Control
5976173,1.0,1.0,Test
5976173,1.0,1.0,Control
7059470,3.0,3.0,Control
2939814,2.0,2.0,Test
6901901,1.0,1.0,Test
7868163,3.0,3.0,Test
7868163,3.0,3.0,Control
7836137,2.0,2.0,Test
4009960,5.0,5.0,Test
499258,3.0,3.0,Control
1220745,4.0,4.0,Test
4219295,2.0,2.0,Test
1179325,2.0,2.0,Test
5280536,3.0,3.0,Control
903290,3.0,3.0,Test
1759310,3.0,3.0,Control
3527685,7.0,7.0,Test
3185324,3.0,3.0,Control
6052699,3.0,3.0,Control
1442360,5.0,5.0,Control
1656682,7.0,7.0,Test
1656682,7.0,7.0,Control
7096871,5.0,5.0,Test
8175699,6.0,6.0,Control
2089278,7.0,7.0,Control
2089278,7.0,7.0,Test
2924191,4.0,4.0,Control
2924191,4.0,4.0,Test
7552274,7.0,7.0,Test
7744179,4.0,4.0,Test
7773608,1.0,1.0,Test
7410832,4.0,4.0,Test
5962870,4.0,4.0,Control
5962870,4.0,4.0,Test
9277135,6.0,6.0,Test
9277135,6.0,6.0,Control
1301103,1.0,1.0,Control
4995969,2.0,2.0,Control
9753975,5.0,5.0,Control
8470474,2.0,2.0,Test
5442277,2.0,2.0,Test
2904523,2.0,2.0,Test
2379467,7.0,7.0,Control
2379467,7.0,7.0,Test
2571760,5.0,5.0,Test
2571760,5.0,5.0,Control
6631202,3.0,3.0,Control
4217708,3.0,3.0,Test
4424776,3.0,3.0,Test
654536,6.0,6.0,Test
3034005,6.0,6.0,Test
3034005,6.0,6.0,Control
7891013,7.0,7.0,Test
265401,1.0,1.0,Test
7611266,2.0,2.0,Test
8586176,7.0,7.0,Test
8068214,5.0,5.0,Control
8068214,5.0,5.0,Test
7318866,6.0,6.0,Test
5556349,7.0,7.0,Control
3087281,5.0,5.0,Test
3087281,5.0,5.0,Control
3735525,6.0,6.0,Control
3735525,6.0,6.0,Test
8174273,1.0,1.0,Control
2020176,2.0,2.0,Control
1838956,7.0,7.0,Control
6371728,4.0,5.0,Control
2353604,3.0,3.0,Test
2353604,3.0,3.0,Control
8030959,6.0,6.0,Control
430937,1.0,1.0,Control
3356719,3.0,3.0,Control
3488274,5.0,5.0,Control
3488274,5.0,5.0,Test
9992739,5.0,5.0,Test
4234768,2.0,2.0,Test
9569796,4.0,4.0,Test
1431000,7.0,7.0,Control
6013097,7.0,7.0,Test
430304,3.0,3.0,Control
1359500,1.0,1.0,Control
8850255,7.0,7.0,Control
8850255,7.0,7.0,Test
3972038,5.0,5.0,Control
9150636,7.0,7.0,Test
9150636,7.0,7.0,Control
6299788,2.0,2.0,Control
7590047,4.0,4.0,Control
7226626,7.0,7.0,Test
7226626,7.0,7.0,Control
101345,7.0,7.0,Test
101345,7.0,7.0,Control
942584,3.0,3.0,Control
2036511,6.0,6.0,Test
7229610,4.0,4.0,Control
5075371,3.0,3.0,Control
3054903,1.0,1.0,Test
4984673,2.0,2.0,Test
1868997,7.0,7.0,Control
3849971,7.0,7.0,Control
6833430,3.0,3.0,Control
9683222,7.0,7.0,Test
9877031,4.0,4.0,Test
9877031,4.0,4.0,Control
1422269,5.0,5.0,Test
1674384,2.0,2.0,Control
8918901,4.0,4.0,Test
5896757,6.0,6.0,Test
5896757,6.0,6.0,Control
6863568,2.0,2.0,Test
8726714,3.0,3.0,Test
8726714,3.0,3.0,Control
8506687,4.0,4.0,Control
7512901,2.0,2.0,Control
4130440,3.0,3.0,Control
572464,6.0,6.0,Control
4148850,3.0,3.0,Test
5380045,4.0,4.0,Test
4046252,4.0,4.0,Control
7540554,1.0,1.0,Control
662275,2.0,2.0,Test
8528555,3.0,3.0,Test
6629741,5.0,5.0,Test
6629741,5.0,5.0,Control
7856983,3.0,4.0,Test
7856983,3.0,4.0,Control
5771794,5.0,5.0,Test
7423793,1.0,1.0,Test
7180438,1.0,2.0,Control
7180438,1.0,2.0,Test
631244,3.0,6.0,Test
5102676,7.0,7.0,Test
5423901,7.0,7.0,Test
5423901,7.0,7.0,Control
7498978,4.0,4.0,Test
4618497,1.0,1.0,Test
5896927,6.0,6.0,Test
5896927,6.0,6.0,Control
9086421,7.0,7.0,Test
168267,7.0,7.0,Control
2672699,2.0,3.0,Test
9156406,7.0,7.0,Test
1046079,7.0,7.0,Test
7838697,5.0,5.0,Test
7838697,5.0,5.0,Control
2107674,1.0,1.0,Control
3346947,6.0,6.0,Test
3477460,5.0,5.0,Control
5592748,4.0,4.0,Control
7247758,7.0,7.0,Test
7247758,7.0,7.0,Control
7170225,1.0,1.0,Control
5715156,1.0,1.0,Control
9689619,7.0,7.0,Test
2076926,4.0,4.0,Test
9827523,1.0,1.0,Test
7689349,4.0,4.0,Test
8908152,7.0,7.0,Test
8908152,7.0,7.0,Control
8494374,2.0,2.0,Test
1059350,3.0,3.0,Test
