client_id,seniority_per_years,age,gender,number_of_accounts,balance,Variation
846552,21.0,41.5,M,2.0,432599.81,Control
323163,21.0,37.5,M,2.0,48692.31,Test
26938,17.0,19.5,M,2.0,23465.2,Control
9100218,30.0,59.5,M,2.0,23603.39,Test
633896,9.0,38.5,F,3.0,67248.86,Test
3900440,10.0,50.0,F,2.0,670090.16,Test
3192287,12.0,51.5,F,2.0,20808.51,Test
5689687,8.0,31.5,F,2.0,19719.86,Test
8628912,6.0,47.0,U,2.0,18880.92,Control
6264320,11.0,67.0,F,2.0,35935.42999999999,Control
9447140,9.0,33.5,M,3.0,281131.53,Test
2098793,9.0,30.0,F,2.0,134205.19,Test
9557719,4.0,19.0,U,2.0,17444.39,Control
568061,11.0,58.0,F,4.0,124214.96,Test
5069516,5.0,58.0,U,2.0,24114.48,Control
1026094,4.0,39.5,M,2.0,411783.26,Control
6527957,14.0,64.0,M,2.0,789453.3,Control
8798852,9.0,50.5,M,2.0,114448.63,Test
7760088,13.0,47.5,M,2.0,117806.11,Test
7390623,4.0,26.0,U,2.0,23851.5,Control
9628697,15.0,63.0,U,2.0,380637.82,Test
9171503,17.0,37.0,M,2.0,46428.34,Control
4610345,15.0,52.5,M,3.0,2919849.58,Control
9754798,10.0,27.0,M,4.0,240984.58,Control
4914543,23.0,44.5,M,2.0,259080.34000000003,Test
6891605,21.0,24.5,M,2.0,49051.07,Test
3545683,21.0,44.0,F,3.0,47478.48,Test
6144192,20.0,67.0,F,2.0,110954.47,Control
7114474,14.0,59.0,M,3.0,61434.01999999999,Test
8911531,6.0,38.0,U,2.0,26002.34,Test
3216310,7.0,63.0,U,2.0,143508.81,Test
2897144,5.0,15.5,U,2.0,19543.4,Control
3623172,7.0,65.0,U,2.0,67022.16,Test
6096938,4.0,55.5,M,2.0,1247557.0499999998,Control
900102,14.0,57.5,F,2.0,55887.25,Test
9232293,13.0,52.0,M,2.0,46267.08,Control
5269047,10.0,42.5,F,3.0,102598.79,Test
3775384,11.0,45.5,M,2.0,18656.59,Control
5944457,5.0,21.5,U,2.0,21799.13,Control
389305,4.0,59.0,U,3.0,47758.21,Control
3666427,11.0,46.5,F,2.0,295800.7,Test
3262988,4.0,38.0,U,2.0,17348.87,Control
3333627,27.0,26.0,F,2.0,42585.82,Test
7336685,7.0,55.0,U,2.0,41693.38,Test
4574031,7.0,24.5,U,3.0,51607.43,Control
7535437,34.0,54.5,F,2.0,104444.11,Control
3230591,16.0,43.0,M,2.0,26133.14,Control
6410138,34.0,45.5,M,2.0,884375.76,Control
4516570,27.0,53.5,F,5.0,362470.85,Control
970546,6.0,68.5,U,2.0,348949.14,Test
6167287,9.0,71.0,M,2.0,51762.01,Test
8249956,21.0,46.0,F,4.0,732483.5900000001,Test
2685027,33.0,63.5,M,3.0,292350.01,Test
7087460,7.0,39.5,U,3.0,53665.19,Test
20006,14.0,58.5,F,2.0,83182.31999999999,Test
9481232,15.0,42.5,M,2.0,112521.98,Test
3167187,8.0,56.5,U,2.0,274060.04,Test
1396845,5.0,24.0,F,2.0,15118.059999999998,Test
8447844,7.0,28.5,U,2.0,22025.32,Test
4446974,6.0,37.5,M,3.0,202531.67,Test
336805,14.0,29.5,F,2.0,18223.0,Test
3544323,13.0,37.0,M,2.0,124853.51,Test
1907196,7.0,25.5,U,2.0,52684.11,Test
3188334,6.0,30.0,M,3.0,38874.32,Test
2986971,7.0,46.5,U,2.0,35661.22,Control
2356138,11.0,56.0,M,2.0,305628.28,Test
5439036,14.0,33.5,M,2.0,39069.73,Test
4504753,4.0,28.0,U,2.0,66390.47,Control
5403107,14.0,57.0,F,3.0,159807.34999999998,Test
479833,13.0,62.5,F,2.0,51304.39,Test
8429472,12.0,67.0,F,2.0,87015.02,Control
3249887,8.0,41.0,F,2.0,30382.5,Test
9690506,6.0,30.0,U,2.0,20123.4,Control
9154024,14.0,89.0,F,2.0,183977.42,Control
7270046,5.0,27.5,U,3.0,24486.03,Test
6516066,15.0,47.0,U,4.0,1307065.45,Test
1485556,5.0,21.5,U,3.0,45596.81,Test
6931573,11.0,30.5,M,3.0,190771.2,Control
4032377,14.0,48.5,F,2.0,96485.85,Test
4230803,5.0,25.5,U,2.0,31654.02,Test
7061465,15.0,54.0,F,3.0,334423.98,Control
7449099,6.0,34.5,U,3.0,55015.8,Test
3134918,7.0,28.5,U,2.0,62006.5,Test
6371575,4.0,40.0,U,2.0,26375.05,Test
6500300,23.0,48.0,M,4.0,2189565.96,Test
6956317,20.0,44.5,M,2.0,36140.42999999999,Control
7643514,18.0,30.5,M,3.0,33699.06,Control
4658275,16.0,52.5,F,3.0,91437.13,Control
2222722,16.0,45.0,F,3.0,261890.03,Test
176534,6.0,63.5,U,2.0,48713.84,Test
3987586,8.0,41.0,F,2.0,134784.71,Test
8557079,6.0,64.5,U,2.0,249300.66,Control
9908134,15.0,62.0,M,2.0,17814.829999999998,Test
5664348,6.0,58.5,U,2.0,109853.01,Test
7969106,11.0,58.5,M,2.0,194639.14,Test
1521707,5.0,18.5,U,2.0,33597.64,Test
2289008,6.0,27.5,U,2.0,24139.75,Control
9259738,15.0,53.5,M,2.0,286612.32,Test
2554514,4.0,46.5,U,2.0,37632.96,Control
4321155,8.0,32.5,U,2.0,84084.56999999999,Test
5560485,7.0,57.5,U,3.0,56330.66,Test
2841776,28.0,51.0,F,2.0,30854.160000000003,Control
177267,6.0,21.5,U,2.0,22734.31,Control
6627075,15.0,32.0,M,2.0,168036.46000000002,Test
3927339,7.0,58.0,U,2.0,106053.04,Control
6348308,27.0,35.0,F,2.0,421080.51,Test
6699076,4.0,24.5,U,3.0,38216.17,Control
3524502,16.0,54.0,M,3.0,118992.19,Test
3464087,23.0,69.5,M,3.0,2462504.75,Test
7153493,18.0,35.5,M,2.0,18709.3,Control
6356609,7.0,64.5,U,2.0,266505.22,Test
3502110,15.0,70.0,M,2.0,985237.36,Control
6361526,24.0,56.0,M,2.0,74177.93,Control
6338045,4.0,40.5,U,2.0,34297.869999999995,Test
4179404,11.0,28.0,M,2.0,576058.9700000001,Control
4372191,13.0,57.0,M,2.0,23462.65,Test
9330541,5.0,42.5,U,2.0,48764.98,Test
7130633,6.0,79.0,U,2.0,153412.77999999997,Test
5374446,15.0,33.5,M,2.0,59575.08,Test
6391261,28.0,75.5,F,2.0,58035.79999999999,Control
2399782,15.0,51.5,F,2.0,55829.65,Test
4887987,9.0,34.5,F,3.0,63490.08,Test
3669923,9.0,31.0,M,2.0,72749.31,Control
5466119,4.0,47.5,U,2.0,17923.96,Control
8217159,15.0,58.5,M,3.0,36961.51,Control
7390874,14.0,61.0,F,2.0,110358.22,Test
2713474,13.0,54.5,F,2.0,38333.59,Test
1567163,24.0,51.0,M,2.0,69312.45,Test
956288,17.0,30.0,M,2.0,82315.47,Control
6936813,6.0,57.5,U,2.0,43029.32,Control
2875680,6.0,60.5,U,2.0,34890.149999999994,Test
5294778,13.0,63.0,M,3.0,2375130.82,Control
2438129,4.0,23.5,M,4.0,38307.94,Test
9380821,5.0,50.0,U,2.0,49534.66,Test
5862108,6.0,46.0,U,2.0,62805.64,Control
2845526,6.0,46.5,U,2.0,72188.39,Test
8785575,5.0,22.5,U,2.0,31883.92,Test
44293,8.0,49.5,M,2.0,267768.42,Test
862545,16.0,44.5,M,2.0,40706.35,Control
9915415,14.0,52.0,F,2.0,31843.69,Control
2848225,4.0,40.0,U,2.0,38829.52,Control
5496157,5.0,30.5,U,2.0,26553.31,Test
3535372,4.0,19.5,U,2.0,18617.39,Control
9674424,6.0,21.5,U,2.0,55494.19,Test
7155112,16.0,64.0,U,2.0,25049.7,Test
3655738,22.0,67.0,U,2.0,297551.82,Control
169245,14.0,30.5,F,2.0,36881.46,Test
2971333,12.0,20.5,F,3.0,51852.05,Control
1266671,8.0,46.0,U,2.0,63854.36,Control
2052323,6.0,61.5,U,2.0,579342.17,Control
5998502,12.0,48.0,F,3.0,55423.95,Control
1531524,6.0,34.0,U,2.0,134095.89,Control
6247134,20.0,26.0,F,3.0,82046.4,Test
8048469,17.0,42.0,M,2.0,125976.97,Test
8742640,5.0,20.0,F,3.0,17632.46,Control
9721453,7.0,59.0,U,2.0,73071.39,Test
3451323,6.0,19.0,U,3.0,77177.26999999999,Test
5058631,24.0,50.5,M,3.0,575817.42,Test
8455623,21.0,51.0,M,2.0,21492.78,Test
8095982,9.0,49.5,M,2.0,46889.31,Test
9026854,16.0,45.5,F,2.0,23377.7,Control
8763362,5.0,24.0,U,2.0,40378.0,Control
7379155,6.0,21.5,U,4.0,30934.2,Test
8407313,12.0,52.0,F,3.0,23652.009999999995,Control
1699671,5.0,75.5,U,2.0,115271.73,Test
4197166,15.0,54.5,F,2.0,105495.5,Test
2394317,4.0,62.5,U,2.0,46940.03,Test
9678601,5.0,58.5,U,3.0,196607.03,Test
623890,16.0,52.5,F,2.0,22691.37,Control
7852166,7.0,25.5,U,2.0,40492.92999999999,Control
6599213,8.0,25.0,U,2.0,43185.73,Control
6010707,5.0,27.0,F,3.0,54988.26,Control
7329705,31.0,60.5,F,2.0,48535.76,Test
6166038,16.0,42.0,F,2.0,34596.97,Control
68506,4.0,33.0,U,2.0,16399.73,Test
3278690,15.0,60.0,U,2.0,97001.58,Control
9994607,14.0,60.0,U,2.0,60856.84,Control
5530193,9.0,57.5,M,2.0,56116.76,Control
8558059,10.0,56.0,F,2.0,141039.65,Control
6136106,13.0,62.0,M,3.0,273834.46,Control
7051378,7.0,31.0,U,2.0,36219.67,Control
8549886,28.0,71.0,F,2.0,176558.93,Test
9797482,6.0,31.0,U,3.0,86581.0,Test
1059627,11.0,52.5,M,3.0,219700.57,Test
7612198,8.0,25.5,F,3.0,171766.18,Test
8177570,4.0,42.5,F,2.0,32391.78,Control
4476148,12.0,49.0,F,3.0,316819.6,Control
9870819,20.0,51.0,M,3.0,43426.67,Test
1266650,28.0,71.5,M,2.0,240262.65,Control
4015773,16.0,32.0,F,2.0,67076.87,Control
9086280,8.0,34.0,U,2.0,36097.5,Test
4450170,12.0,70.5,F,2.0,20096.18,Test
5901174,20.0,70.5,M,2.0,1238216.24,Control
8610235,18.0,29.0,F,3.0,79928.47,Control
7417724,21.0,52.5,F,2.0,98415.79,Test
2585131,8.0,26.5,M,2.0,40371.28999999999,Test
8604127,9.0,21.0,M,2.0,52603.74,Control
708191,5.0,33.0,F,4.0,53470.15,Control
861492,20.0,53.0,M,2.0,85060.81999999999,Test
2575543,8.0,23.0,F,2.0,25807.18,Test
67215,5.0,50.5,U,2.0,32082.81,Test
5529278,22.0,30.5,F,2.0,47781.71,Test
5993012,5.0,61.5,U,2.0,42042.56,Test
7629806,8.0,20.5,F,3.0,72071.33,Control
3626087,18.0,39.0,F,3.0,850643.55,Control
3914148,15.0,34.5,F,2.0,54853.47,Test
3400296,5.0,61.5,U,2.0,59039.87,Test
8979094,7.0,43.5,U,2.0,68735.36,Test
5924640,5.0,19.5,U,2.0,25737.759999999995,Test
2814507,6.0,23.0,U,2.0,49286.53,Control
2867203,4.0,25.5,U,2.0,25712.09,Test
7710657,3.0,36.0,F,3.0,269477.61,Test
7326515,7.0,23.5,U,2.0,43583.21,Test
9203070,14.0,52.0,F,2.0,18375.02,Control
125734,33.0,73.5,M,3.0,205414.31,Control
6936473,13.0,61.5,M,2.0,62767.57000000001,Test
4434433,6.0,36.0,U,2.0,43213.92,Test
2919557,14.0,69.0,M,2.0,2369571.49,Test
4952986,15.0,22.5,F,2.0,20253.65,Control
3269257,16.0,58.5,M,3.0,61997.51999999999,Control
6821151,15.0,54.5,M,3.0,61724.39,Control
1535049,5.0,47.0,U,2.0,18646.58,Control
5704153,21.0,44.0,M,4.0,70226.28,Control
345004,28.0,58.0,M,3.0,110802.2,Control
511031,14.0,29.0,M,2.0,48362.05,Test
2831945,16.0,35.0,M,3.0,427010.91,Test
409443,2.0,32.0,U,2.0,24257.15,Control
694801,9.0,34.5,F,2.0,58427.41,Test
6362008,4.0,32.5,U,2.0,27767.6,Test
4809416,25.0,30.0,M,2.0,308820.01,Test
9381319,8.0,28.0,U,2.0,51296.21,Control
1858932,14.0,46.0,M,3.0,200040.19,Test
9736639,14.0,59.5,M,2.0,82563.64,Test
6989365,4.0,44.0,U,2.0,54856.88,Test
605128,26.0,51.0,M,3.0,276336.7,Control
8428092,7.0,65.5,U,2.0,377131.42,Test
4080119,11.0,22.0,M,2.0,42136.28999999999,Test
2025078,12.0,30.5,M,2.0,27125.869999999995,Control
8327703,14.0,34.5,F,3.0,57178.83,Test
9488910,6.0,78.0,U,2.0,140403.8,Test
4367572,10.0,27.0,F,2.0,60568.98999999999,Control
2284284,8.0,62.5,F,2.0,55580.600000000006,Test
5942947,7.0,58.5,U,2.0,22942.86,Test
7201559,14.0,75.5,M,3.0,1642007.9,Test
9833917,13.0,31.0,M,2.0,53223.39,Control
908518,21.0,69.5,F,2.0,145176.72999999998,Test
9622917,8.0,60.5,U,2.0,605218.5700000001,Test
2253940,6.0,31.0,U,3.0,237911.17,Test
8163755,7.0,23.5,U,2.0,22820.44,Control
4622471,5.0,67.5,U,2.0,83110.56999999999,Test
1817480,9.0,25.0,M,2.0,43401.91,Control
4348480,15.0,41.5,M,3.0,192527.4,Test
4819747,9.0,19.5,M,2.0,19154.41,Control
5134418,6.0,50.0,U,2.0,180506.66,Test
3554490,13.0,52.0,F,2.0,32397.4,Control
2608655,12.0,46.0,M,3.0,120066.58,Control
8399494,6.0,51.5,F,2.0,17721.539999999997,Test
6241723,11.0,42.5,F,2.0,103306.15,Control
2291737,12.0,50.0,F,2.0,103463.5,Test
1867863,8.0,35.0,U,3.0,125324.56,Test
9229420,8.0,48.5,M,2.0,119999.85,Test
4485096,13.0,38.0,F,2.0,98024.25,Control
5806334,22.0,50.0,F,2.0,118068.75,Test
2361239,22.0,53.0,M,3.0,567228.67,Control
8096490,20.0,40.5,M,3.0,284720.51,Test
6466231,18.0,35.0,U,2.0,103789.58,Test
3721484,18.0,47.0,F,2.0,145499.84000000003,Test
713125,7.0,52.0,U,3.0,22582.23,Control
1102990,7.0,62.0,U,2.0,24392.23,Test
5100554,7.0,76.5,U,2.0,102436.4,Test
3167546,7.0,64.5,U,3.0,37616.03999999999,Test
4375136,7.0,24.0,U,3.0,121375.06,Control
586274,10.0,55.0,M,2.0,106209.43,Test
9681490,5.0,21.5,U,2.0,36456.81,Test
635617,13.0,29.5,U,2.0,57858.91,Control
5079588,34.0,71.5,M,3.0,190141.47,Control
2115290,4.0,26.5,U,3.0,39672.33,Test
7158711,14.0,68.0,M,2.0,41843.85,Test
168528,6.0,53.5,U,2.0,33743.84,Test
4989931,12.0,48.5,F,2.0,74556.81,Test
672927,16.0,14.5,F,2.0,15048.829999999998,Control
2443347,17.0,52.5,M,3.0,164693.47999999998,Test
9826909,7.0,44.5,U,3.0,182021.7,Control
2017068,13.0,69.5,F,2.0,173773.52000000002,Control
5362714,8.0,25.0,M,2.0,72743.95999999999,Control
4653660,13.0,58.5,M,2.0,284713.01,Test
472221,21.0,57.5,F,2.0,48871.85,Test
2146300,7.0,14.5,U,2.0,30837.75,Test
6989613,7.0,39.0,U,2.0,62602.29999999999,Control
6496237,9.0,56.5,M,2.0,1087557.7999999998,Control
8307477,12.0,38.0,M,2.0,19424.37,Test
9667172,5.0,49.5,U,2.0,114540.94,Test
8120092,16.0,30.5,M,3.0,91740.97,Test
2575820,13.0,48.5,M,2.0,913519.36,Test
1342412,7.0,49.5,U,2.0,24898.41,Test
2611296,11.0,35.0,M,3.0,886962.0800000001,Control
9380753,5.0,43.0,F,2.0,39269.72,Test
8338639,16.0,72.0,M,2.0,336250.7,Test
5156549,15.0,35.0,F,2.0,26251.8,Test
4218519,8.0,24.5,U,2.0,37192.36,Test
490048,12.0,63.0,M,2.0,25116.11,Test
4904815,19.0,56.0,M,2.0,58834.42,Test
8734113,7.0,32.0,M,2.0,73465.89,Test
4809077,13.0,41.5,F,2.0,191514.86,Control
2367875,6.0,56.0,U,2.0,79759.59,Test
1860124,6.0,65.5,U,2.0,739621.5700000001,Test
4442956,10.0,52.0,F,2.0,86484.93,Test
3434727,23.0,50.0,F,2.0,21821.81,Test
3892747,19.0,71.0,U,3.0,185872.22,Control
233339,12.0,55.0,M,3.0,547697.86,Control
131696,7.0,35.0,F,3.0,32345.75,Control
3777255,13.0,25.0,F,2.0,32226.23,Control
1304982,11.0,30.0,F,2.0,40264.88,Test
8944783,4.0,44.5,U,2.0,18842.3,Control
9715102,7.0,49.5,U,2.0,471707.65,Test
9573938,9.0,63.0,M,2.0,194900.18,Test
2796438,14.0,36.5,U,2.0,21191.83,Test
5753642,7.0,61.0,U,2.0,22065.39,Test
2245424,16.0,57.0,M,4.0,246290.21,Control
3452937,13.0,48.0,F,2.0,18134.0,Test
915905,4.0,17.5,U,2.0,21609.38,Control
7738007,15.0,65.5,M,2.0,164897.52999999997,Control
6618200,4.0,64.0,F,2.0,302890.43,Control
1734860,5.0,40.5,U,2.0,35225.99,Test
8479198,33.0,63.0,M,2.0,246251.74,Control
2587826,24.0,46.5,F,2.0,152185.95,Test
8532910,5.0,24.0,F,2.0,42138.44,Control
129722,15.0,47.5,M,2.0,111736.67,Test
3148982,12.0,64.5,M,2.0,298396.27,Test
5935435,8.0,47.5,M,2.0,97644.14,Test
5783246,30.0,50.5,M,3.0,598630.02,Control
6973425,6.0,58.0,U,2.0,37317.35,Test
4779366,6.0,19.5,U,2.0,34028.33,Test
169891,15.0,74.5,U,4.0,670810.55,Control
7394353,21.0,45.5,F,2.0,303583.57,Test
491863,6.0,55.0,F,2.0,37021.56,Test
7333679,6.0,21.5,U,2.0,31232.94,Test
4438163,24.0,46.5,M,3.0,938850.95,Control
7858467,21.0,27.0,F,2.0,27041.77,Test
4990569,21.0,52.5,M,2.0,883316.52,Control
4714801,20.0,59.0,M,2.0,107339.92,Test
8142861,20.0,45.5,F,3.0,47805.27,Control
40316,14.0,75.0,F,2.0,81582.37,Control
2500063,15.0,35.0,F,2.0,24156.39,Control
6598347,12.0,38.0,M,2.0,86221.68,Test
4326157,13.0,61.0,M,3.0,40469.17,Test
5421582,16.0,64.5,M,2.0,54470.97,Test
7841682,25.0,41.5,F,3.0,1152745.35,Control
5728875,16.0,51.5,F,2.0,36782.17999999999,Test
6249741,6.0,20.5,U,2.0,52663.69,Test
4779132,5.0,46.0,M,2.0,57310.33,Control
7675141,4.0,20.5,U,2.0,18699.31,Control
1966572,12.0,32.0,F,2.0,20388.87,Test
7572667,12.0,25.0,M,3.0,52742.74,Control
6022802,7.0,30.0,M,4.0,150358.83000000002,Control
4997335,6.0,47.0,F,2.0,48368.3,Control
217482,5.0,26.0,U,2.0,32030.759999999995,Control
4586793,24.0,62.0,M,3.0,116106.88,Control
8202289,13.0,59.0,F,2.0,19945.64,Test
7435848,4.0,57.0,U,2.0,16843.449999999997,Control
7111579,5.0,24.5,U,2.0,19558.69,Control
5053809,13.0,56.0,F,2.0,40903.25,Control
218772,5.0,69.5,U,2.0,17827.859999999997,Test
5297696,10.0,42.5,F,2.0,191571.43,Test
2599781,9.0,27.0,F,2.0,40499.39,Control
3084137,9.0,35.5,M,3.0,222373.84000000003,Control
6197210,6.0,58.5,U,2.0,68748.95,Control
1175847,8.0,27.5,F,2.0,18235.56,Control
9977932,7.0,36.0,U,2.0,213909.24,Control
6344287,15.0,45.0,M,2.0,206465.81,Test
1689780,5.0,23.5,U,3.0,48819.56,Test
1511508,15.0,60.5,F,2.0,44672.56,Test
138607,4.0,36.5,U,2.0,25812.56,Control
7290335,35.0,57.0,M,3.0,92449.73,Control
2563053,12.0,29.5,M,2.0,40940.96,Test
2225324,16.0,39.5,M,2.0,37000.84,Test
2446361,5.0,52.5,U,2.0,17825.17,Test
709013,7.0,46.0,U,2.0,53636.87,Test
1364760,17.0,36.5,U,2.0,37577.94,Control
9082023,7.0,33.0,U,2.0,28551.22,Test
1629921,27.0,61.5,F,2.0,250696.27,Control
1154571,8.0,64.5,F,2.0,370187.51,Test
1561290,4.0,23.5,U,2.0,38527.47,Test
3623739,10.0,27.5,F,3.0,107923.9,Test
5896342,5.0,36.0,U,4.0,85321.88,Control
3825814,5.0,52.0,U,2.0,1572419.95,Test
2771679,15.0,71.5,M,2.0,288683.22,Test
9237630,10.0,48.5,M,3.0,144377.75,Test
8196418,13.0,36.5,F,4.0,58724.16,Test
1722522,29.0,49.0,F,2.0,127389.03999999998,Control
1632255,26.0,72.0,F,4.0,266328.3,Control
1304033,24.0,71.5,M,3.0,221569.03,Test
2402562,18.0,44.0,F,2.0,302352.67,Test
6480815,17.0,52.5,F,2.0,165356.02999999997,Test
4699907,19.0,83.5,F,3.0,643672.63,Test
7607169,15.0,49.5,M,2.0,680378.4400000001,Test
1146936,36.0,60.5,M,3.0,171038.47999999998,Test
7917528,13.0,35.0,M,2.0,22913.81,Test
8099914,12.0,62.0,M,2.0,99067.55,Test
9620680,5.0,35.5,U,2.0,17708.12,Test
2763601,6.0,64.5,U,2.0,104609.7,Test
4768641,5.0,63.0,U,5.0,55038.66,Control
9350810,5.0,43.0,F,2.0,99492.81,Control
6755128,15.0,29.5,M,2.0,96489.82,Test
378291,17.0,62.5,F,2.0,26013.92,Test
4237393,6.0,25.5,M,4.0,395042.6,Control
6764969,10.0,57.5,F,3.0,92608.32,Control
9855963,6.0,45.5,U,2.0,198397.27,Test
2094242,23.0,61.0,F,2.0,439290.89,Control
9578801,7.0,61.5,U,2.0,42612.3,Test
3199440,6.0,21.5,M,2.0,15361.57,Control
2030140,5.0,20.5,U,2.0,41825.42,Test
9855434,13.0,49.5,M,2.0,32877.42999999999,Test
2678251,12.0,28.0,F,2.0,36602.22,Control
7118788,5.0,51.5,M,2.0,297724.21,Test
9930996,13.0,53.0,F,2.0,58715.09,Test
2210289,22.0,60.0,M,2.0,42243.6,Control
1099790,20.0,51.5,F,2.0,80095.79,Test
4106003,18.0,39.0,F,2.0,71496.20999999999,Control
2186124,11.0,65.5,M,2.0,96485.59,Control
6420647,14.0,48.0,F,2.0,397030.48,Control
4095656,6.0,56.5,U,2.0,61332.39,Control
8834974,12.0,27.5,U,2.0,104482.01,Test
8845105,6.0,59.5,U,2.0,112238.25,Test
4658917,5.0,27.5,U,2.0,25968.17,Test
1050394,17.0,69.0,M,2.0,262493.37,Control
3289678,4.0,14.5,U,2.0,16625.93,Control
6868690,12.0,27.0,M,2.0,78598.76999999999,Test
6200262,14.0,33.5,F,2.0,138296.41999999998,Test
1350002,13.0,40.5,M,3.0,723089.7100000001,Test
6946811,33.0,75.0,M,2.0,39539.85,Control
5162475,2.0,38.5,U,2.0,42328.9,Test
1926061,4.0,21.0,U,3.0,21790.44,Control
7341342,8.0,31.0,U,4.0,92759.16,Control
69201,5.0,20.0,U,4.0,45327.14,Test
7634439,7.0,40.0,F,2.0,476136.41,Control
4871813,11.0,40.0,M,2.0,24166.29,Control
3188090,21.0,55.0,F,2.0,21238.93,Test
1267653,18.0,46.5,M,3.0,231191.97,Test
2963269,15.0,57.0,M,2.0,293289.39,Test
5933262,13.0,64.0,F,2.0,31664.53,Control
8644451,12.0,31.5,F,2.0,51171.55,Test
5744522,16.0,42.5,F,2.0,161480.43,Test
1616949,9.0,41.0,F,2.0,84592.04,Test
1243626,13.0,50.0,F,2.0,28328.03,Control
1799729,10.0,24.5,U,2.0,29622.22,Test
5666708,9.0,27.0,M,2.0,23610.14,Control
2851734,6.0,28.0,U,2.0,48568.38,Test
3666586,9.0,59.0,M,2.0,841292.55,Test
219477,9.0,48.5,F,2.0,240578.92,Test
6779070,6.0,43.5,U,2.0,49756.97,Control
9091483,6.0,59.5,U,2.0,73223.94,Control
5263532,5.0,62.5,F,2.0,221029.95,Test
3851243,5.0,32.0,U,2.0,39525.24,Test
1510490,6.0,23.0,U,2.0,52095.11,Control
6233673,11.0,25.5,M,3.0,128880.84999999998,Control
9812228,13.0,30.5,M,2.0,24456.66,Control
7189209,10.0,44.5,M,3.0,71322.35,Test
5666874,13.0,59.0,F,2.0,60678.14,Test
5712379,14.0,51.0,M,3.0,1907103.82,Control
5989949,2.0,18.5,U,2.0,24082.33,Control
8134722,5.0,57.5,U,2.0,22566.43,Test
7903778,11.0,45.0,F,2.0,36249.24,Control
3196126,4.0,65.0,U,2.0,106948.07,Test
2856220,4.0,24.5,F,2.0,15641.539999999995,Control
9533450,23.0,57.0,F,3.0,336796.39,Control
4424942,8.0,42.5,U,2.0,695273.2200000001,Test
5753435,27.0,61.5,F,3.0,194937.72,Test
7329718,14.0,33.0,F,2.0,16622.739999999998,Test
3941875,11.0,24.0,M,2.0,47949.35,Test
4352527,16.0,44.5,M,3.0,157587.68,Test
5734780,4.0,45.0,U,2.0,231201.37,Test
2009434,15.0,33.0,M,2.0,18895.47,Test
7193375,18.0,24.0,M,3.0,194832.42,Control
202221,9.0,23.0,F,2.0,38873.78999999999,Control
6360587,15.0,29.5,M,2.0,74266.95,Test
9195181,6.0,20.0,U,2.0,28986.96,Control
1559591,6.0,53.0,U,2.0,73201.1,Control
7692771,9.0,37.0,F,2.0,24366.31,Control
6792566,10.0,35.5,F,3.0,55607.69,Test
6992923,30.0,59.0,M,3.0,574051.53,Test
549560,6.0,30.5,U,3.0,56981.44,Control
2793600,12.0,33.0,M,2.0,35526.52,Test
4707492,30.0,46.5,F,2.0,36844.73,Control
7681799,14.0,28.5,F,2.0,21571.26,Test
5918348,6.0,22.0,U,2.0,51863.65,Control
8128775,16.0,42.5,M,2.0,50099.63,Test
3479499,6.0,38.0,U,2.0,51989.52,Test
8690934,7.0,42.0,U,2.0,193704.84000000003,Control
1483641,5.0,28.5,U,3.0,56620.44,Test
4494442,12.0,47.0,M,2.0,150756.12,Test
2481559,18.0,46.5,M,2.0,43164.2,Test
2413646,9.0,44.5,M,2.0,22739.15,Control
3519019,22.0,58.0,M,3.0,125766.95,Test
3945328,20.0,72.5,M,2.0,250688.85,Control
6285467,19.0,43.5,F,3.0,98889.89,Test
4065981,6.0,26.0,U,3.0,28318.36,Test
5320163,6.0,32.5,U,2.0,32183.09,Test
1558415,5.0,59.0,U,2.0,17614.57,Control
6515238,14.0,27.0,F,2.0,21407.91,Control
3501857,15.0,37.5,M,2.0,66117.69,Test
8698523,4.0,22.0,U,3.0,34524.6,Test
8274253,24.0,48.5,M,3.0,124504.86,Control
2321487,5.0,21.0,U,3.0,41121.28999999999,Test
7601646,5.0,58.5,U,2.0,39193.35,Control
6088621,4.0,27.5,U,2.0,27617.74,Test
6191311,10.0,35.5,M,2.0,48592.21,Test
5203192,8.0,28.0,F,2.0,32349.1,Test
6934943,8.0,42.0,U,2.0,79874.18,Test
7006691,7.0,23.5,U,2.0,17318.8,Test
4506565,14.0,50.5,U,3.0,107827.49,Test
9966978,11.0,66.0,F,3.0,22614.07,Control
6405150,4.0,50.0,U,2.0,17004.64,Control
7276046,11.0,42.5,F,2.0,84441.23,Control
3607418,32.0,57.0,U,2.0,29906.69,Test
8038532,16.0,45.0,M,2.0,120375.24,Control
578877,22.0,20.0,M,3.0,51881.76,Control
7084469,22.0,33.5,M,2.0,50485.84,Test
5084788,21.0,49.5,F,2.0,30796.59,Test
6366999,20.0,35.0,F,2.0,15735.0,Test
2630006,4.0,58.0,M,2.0,370402.13,Test
8546664,11.0,26.0,F,2.0,53368.39,Test
5301241,4.0,46.0,U,2.0,58498.9,Control
1728863,8.0,26.5,F,2.0,69825.17,Control
2261425,6.0,61.5,U,2.0,68489.34,Test
4046902,34.0,62.0,F,2.0,141597.68,Test
4312918,10.0,60.5,F,3.0,220772.19,Control
4894677,4.0,51.5,U,2.0,21202.86,Control
3978389,7.0,48.0,U,2.0,101699.7,Control
7543825,6.0,58.5,U,2.0,32709.78,Test
4247196,7.0,49.0,U,2.0,39426.58,Test
